CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average
81,468938281,439999031,64.59249761
2,0,0,53.73559461
3.33,12884902,1073742,53.85264324
72,335869347,329086619,46.8024102
2,63620,106627,53.4923659
67,314849768,307043724,65.42161997
4,46204,41039,35.91774716
2,42458,34419,55.8253485
41,190959228,187013723,53.26347864
55,188488079,194204879,44.28943945
25,66720342,60976782,54.93599842
1.67,21155,16994,53.44639733
77,218416999,197687504,57.21758386
73.33,43385526,39413010,54.08248608
62,245364967,260384668,57.25191227
73,197568496,178241143,68.91902269
79,331585491,261137565,63.82367599
73.22,42461175,39214439,59.92225813
4,5054,2279,26.63382216
1.67,4721,3779,53.43404911
2,41241,38831,38.72973232
27,32042153,26471785,60.5255765
71.48,43081193,39462466,63.9836796
4,42239,39612,36.0212795
24,18387822,16785149,67.12680477
44,308787333,297441867,55.73530062
1.67,0,0,53.65693959
49,197839046,169692656,54.92004692
2,0,0,53.38372235
20,17366284,13650449,59.12982031
72.33,196977473,177514097,60.64685971
10,5090,2315,22.88049533
73,328642824,317006061,51.78095442
1.97,21402,17121,53.49817682
52,205979531,227616084,47.47196676
4,5144,2459,22.86373102
97.05,83168090,75188120,62.26696634
50,182504849,141831692,43.80246151
72,42332243,38838671,62.57048341
2.33,5155,4015,53.60848063
4,43494,42389,38.52647771
21,17321614,15535649,65.07322703
80,432046825,402969227,58.60890734
71.67,193931829,176218594,85.56804904
74.67,42767697,39043754,64.78382322
28,24688702,23977879,56.94888459
72.33,42299305,38623160,79.82633636
27,27802456,26189463,66.93914605
29.33,19327353,15032386,73.48931516
49,158172234,153133357,55.71350701
37,54635008,78620308,43.59565083
44,113898405,156277304,37.87607311
66,260135778,268614510,53.47374378
78.31,47434272,43314047,66.12002465
42,110564896,101779921,46.83411
35,36876226,43828548,52.97218597
30,52955453,45677587,47.54816819
3,41801,39428,38.67385128
3,41187,38831,38.58037752
32,34240953,37392305,36.94087836
75.67,215822107,194347270,80.55156054
79,431036105,404802185,65.67664076
72,194685049,176633869,55.41972518
28,28771074,31276904,59.83366752
72.33,194347270,176093659,58.09399586
58,193446058,216679535,48.39893176
30.51,4170910,3276137,72.32080041
7,5090,2261,22.88572783
29,35372686,31706130,47.04142869
64,293260391,288288790,55.13640818
22,20131935,19779546,47.69340812
60,59077051,52479060,44.77783981
66,288491698,283953834,58.54784459
4,37427,36907,36.0208731
3,41499,39079,42.71694674
24,18082265,14711506,56.71052652
75.33,47099327,42948071,67.70516197
75.33,215822107,194347270,67.70516197
76.67,47676428,43538335,75.07787677
3,41913,39084,39.85568465
81,450652652,428162703,48.06730313
80,428973724,419548540,56.52439182
2,0,0,53.17805712
76.95,213833134,193037672,87.76540881
45,221009896,179792398,54.39948955
2,42490,39698,39.80183564
56,244448629,194781512,54.21350726
36,118195859,98238853,52.47459063
1.67,0,0,54.08549531
49.33,23165065,21325299,79.34890661
52,237570786,203881859,62.25606017
60,245204241,252640833,64.8473152
76,421585069,390751582,55.43968987
85,486152192,462377776,47.31041973
2,0,0,53.85139805
97.38,79264720,71729992,65.49586905
3,41789,39605,38.63991624
2,196288,157577,54.05571432
31,17540127,22386437,54.58994233
72.88,194347270,176093659,77.53174737
45,165714785,157143962,68.6899501
3,41478,38578,39.82317204
54,195038339,168012421,60.52288405
67,359956090,343713995,64.96019491
71.33,194347270,176093659,83.18214552
4,46101,40781,43.78854205
2,44244,547377,53.88304683
79,441393871,420911102,52.8193259
79,383297629,371112875,69.1163225
30,25692680,31164482,52.60977197
3,41349,38885,38.61990066
62,300221387,223370981,50.78647496
71,405472591,388135256,56.03375622
3,41967,39084,39.71735366
79,421781881,397701887,64.91584568
37,49272941,46127582,49.94632879
4,5054,2279,22.93444594
77,217969590,196494754,82.27699019
75.67,214748365,195421012,74.76595462
61,368739863,342059624,46.49983972
73,196936737,178215944,84.72100297
72.88,194150228,175761098,82.52343567
78,384050042,384049434,65.87440887
30,19327353,15032386,73.26974521
10,7453,6076,23.43219368
29,35041073,30965612,64.13427302
27,68332055,70457115,56.38489241
71.67,194347270,177167401,74.3439362
28,83428183,73917266,58.46173698
30,27895345,33173292,44.11757982
71.67,193273528,176093659,55.66534053
97.33,78252841,60009059,59.95660484
73,87129486,82350061,46.06940325
74.92,42442968,39013646,88.49737782
73.67,194347270,176093659,63.07644894
71.8,43139842,39555187,85.46822565
30,30225498,23927022,52.16145356
3,37614,37183,39.80386768
64,278212857,254003696,49.96878281
48,154977407,130896476,47.76976195
77,220117074,197568496,88.83327004
26,20798517,22134368,59.84037324
31,28765694,26248632,61.4206893
64,181178929,176939991,60.87275022
80,405276413,386574640,50.28689838
3,37585,37183,36.02559758
3,41668,38838,39.81651712
1.67,0,0,53.13260738
22,14377661,15191286,36.69418893
30,205980941,175366475,46.35632703
30,28961711,34293200,62.46073721
83,386198710,364401643,59.038531
62,202240394,247558261,44.40297958
76,187447869,224698257,49.08525264
82,256294279,231093465,56.31523023
28,31308359,26262394,65.72734011
75,309701533,224950637,43.12685963
52,136220041,154930813,64.687597
2,41547,39083,38.75299916
2.33,42676,34432,54.01711317
72,193831696,175993312,81.51472136
80,431822477,400199225,57.33405742
27,30911938,26997600,61.19467586
67,330972736,267691443,70.82567297
3,40663,38307,38.6487048
75,382675434,367307415,53.54847198
71.67,42378576,39027157,53.53708927
77,420391952,398130750,64.80250875
72,193988524,175693992,63.82823736
77,415736621,397664313,67.08301435
72.33,193273528,176093659,71.03938769
75.67,47268468,43194376,75.95024188
61,238753167,248375057,70.61291858
60,279903391,227864347,66.27842885
2.03,0,0,53.78042175
27,60164806,68396953,52.54672799
57,215028677,214836084,52.99936448
50,151622763,144029812,50.13083786
1.67,0,0,53.43477548
73,196810528,179267155,68.6307593
49,375943509,367196095,63.96739188
71,118779616,118668010,55.28616939
64,264656933,273628702,54.79705781
66,224172720,250814837,62.50066676
56,164967366,208921137,65.88533107
1.97,0,0,53.28742703
58,238283160,243900550,45.11571695
1.67,7308,7446,53.56344596
2,44192,36711,53.95921146
46,96429987,110409915,67.66458366
55,199606108,169239165,57.25206468
4,41100,38609,41.824882
80,412820110,408125458,45.88367496
73,193648453,175932897,77.5787536
97,373662155,336081191,59.76463679
3,41743,39133,41.84484678
79,419129878,411198255,66.73853308
24,59128277,56073359,60.05703931
3,41262,38470,39.8314018
72.67,196541733,178832340,67.12157908
41,86178659,132277111,37.52011083
4,41521,39191,42.02046567
2,0,0,53.16176577
79.33,223326407,193967872,65.21362413
74.33,198355865,179288639,77.20062841
69,382416860,378316328,64.07839197
57,374033255,374074952,59.42553266
5,5000,2315,22.85133558
76.33,47367710,43230574,58.57817043
24,17386074,20621435,60.78481377
29,32739846,30186071,51.72608939
21,21694971,21766817,44.15080365
76.39,219043332,198642237,84.10691272
63,236533272,229459121,58.11176921
22,13494590,14760219,69.9956362
81,343031613,313400379,50.50894935
76,196494754,178241143,64.48061745
1.67,0,0,53.46922596
0,6194,4545,22.96802537
65,334556117,278270456,53.98500457
1.67,0,0,54.09130623
71.67,194925257,177357965,58.1391343
3,41505,39149,42.01381075
28,28340473,30119333,71.04269465
54,272814230,198114621,51.41970884
3,40837,38518,38.52896696
42,71886705,109507726,53.1494813
96,76675274,69610674,56.39513044
65,239803620,266639388,58.55063864
4,41926,39536,38.83301066
3,46428,41212,39.79208186
64,267490027,260914769,39.03997375
1.69,0,0,53.73393435
77,212600881,192199786,59.36835246
1,5198,2369,26.57042257
42,399156496,393827818,42.66396135
33,124329877,157111123,40.52585083
68,358571025,283330319,62.75441752
61,18992352,26324664,50.30422151
34,34324346,37657568,37.51777398
4,5190,2279,22.99555949
82,469646298,448098351,64.37633956
97.05,357700533,271712838,76.61009316
30,9548819,14797526,41.27953377
76.07,217166322,197157420,76.49169557
59,206519326,205894697,55.92412776
4,7802,7198,22.85793971
72.67,189235417,173031547,71.73348193
73.67,198722973,179022319,75.16867247
33,42749115,42816704,37.20692295
76.67,217969590,197568496,75.07787677
72,42458156,38781387,75.07154701
77.63,47069126,43034847,81.19055476
60,235012358,241454498,51.69027472
61,311252163,230975127,69.06160987
82.62,257774094,232745945,68.62380694
81,436172371,421926490,40.45965719
1.67,4775,3791,53.90130974
77,217924852,196458604,82.27699019
72,366709428,318419326,55.24283618
1.67,0,0,53.74700893
42,75242807,97048051,53.64494299
3,41209,38674,38.5738242
72,195421012,177167401,75.73119076
40,194649910,177753199,60.71074598
29,51010845,47601327,48.89993076
2,42426,34255,54.09473053
71.67,193273528,176093659,66.67455292
3,41303,39047,38.57849789
72.88,42375068,38986633,67.87689555
26,47792513,48946381,43.64421654
97.67,78356451,71238055,71.23996837
29,16259823,17781446,41.42812656
1.67,42798,34503,54.0653646
3,41950,39138,36.31775387
50,176786684,164520509,64.58467427
72.79,200759377,181239691,70.95730838
31,368332890,350802355,40.49343982
71,379733908,345789248,50.82843654
72,194093785,176472078,61.43164588
74.67,200789721,181462368,92.29128922
94.33,346818609,264140489,91.45669512
81,466732245,439135977,62.41775961
75.33,215822107,195421012,89.65053512
61,301502543,223846316,50.96595473
28,33502519,27182757,70.90664969
2,5108,2279,23.00500847
28,33842094,29321412,50.25306495
1,5090,2315,22.884153
72.88,42450136,38953265,77.53174737
28,4156060,3221131,57.01793708
73,149047327,137199304,41.14511445
71,429288233,411345081,50.1916466
4,4722,2135,22.87531363
80,403449276,379072115,67.80037461
73.67,43124250,39391525,58.38412704
12,5066,2291,26.66338831
55,224220884,188818118,67.56811265
76,414884991,388760276,60.48122727
72.13,197237943,178831578,67.09947681
29,32327988,33589484,63.89738817
32,29096631,26541855,42.74834173
48,166889541,127323852,55.8302984
8,5252,2423,22.93078827
76.33,217218122,196042156,90.91679793
3,37198,36779,36.29479184
77.63,215957538,195270992,54.35259032
71.67,193273528,175019917,86.12340744
71,73292615,75422174,57.19125594
3,41187,38831,41.83742984
1.69,0,0,53.49153577
71,357372435,344109463,54.95911285
67,47641459,38690122,60.32526834
4,49944,48602,42.0004501
5,5000,2225,22.92834983
81,430305764,406625739,59.69147565
71,299387951,311472594,61.9481556
2,5356,2387,26.67141486
3,5108,2333,22.82613831
30,38588312,33970477,57.9247201
27,17664334,22401070,44.92404495
2.03,0,0,53.79754322
45,218912432,212472761,51.60838358
7,5000,2225,26.5775347
76.33,223338299,193273528,65.88893662
29,31053496,30266762,58.9585703
36,61576910,51356309,52.9684267
35,66362533,67220794,67.53514283
73,196494754,178241143,62.1793874
2.3,0,0,53.01483239
77.33,215822107,196494754,58.7824867
60,352438885,345537763,50.73663922
71,91203714,83836941,58.89278306
30,51891856,46740522,53.12667167
75.33,214632922,194586316,87.93288797
28,32998276,32143221,66.34025361
1.97,0,0,53.49610149
25,10849539,17917250,52.60972117
3,41406,38560,39.80178484
46,265423625,248620871,63.55006205
25,25510788,19835306,60.1790124
1.64,0,0,53.01784161
74,202937205,182536110,70.21174595
73,377952859,356755804,53.10777371
3,41864,39190,36.23377989
76.33,213512434,193726299,74.84543977
25,8572188,11059818,61.11461355
81,250181845,225485783,57.56374896
97,79627691,72244946,60.82803605
80,430469399,407354581,61.39899729
41,80534729,86226953,61.14473852
74,194347270,176093659,57.83530593
47,188270379,172439630,53.61304
83,473675025,453111860,66.29138309
3,41607,39170,38.53917795
81,362464062,351998818,51.14319925
77,394499346,384503723,54.22158461
98.31,80302156,72851122,97.85244816
71,344891566,306194778,46.09708977
76.67,215822107,195421012,71.77810153
76.33,46679791,42759937,74.84543977
1.67,41606,33681,53.9776819
77.33,46688174,42606352,66.68835387
2,0,0,53.47223519
3,41907,39433,38.61873224
59,181758693,194854277,57.14848153
1.64,22005,17936,53.89020672
98.64,350039835,265214231,65.8608159
71.67,194347270,177167401,61.97102424
42,57882470,78645280,59.9019948
2.03,0,0,53.12658892
3,55802,22030,53.7895532
73.33,198642237,178241143,54.08248608
56,198351574,211677835,64.55251726
51,332029408,271331834,58.17384797
3,41133,38831,38.61314414
71.33,42293594,38797935,70.62318019
79,451049141,435857884,61.57715623
2,193392,154832,54.51602259
2,0,0,53.75624415
29.33,4172116,3274808,72.45050856
80.67,244813136,221190816,66.43194681
26,28305492,28640633,44.70224799
0,5298,2333,26.64306793
2,7082,7340,53.46258491
79,289333410,260751476,57.79304403
67,7869517,6411823,42.55402808
39,43811879,38026154,62.50625487
48,166460870,126661403,56.25296233
1.64,42683,34377,54.03423465
1.67,28619,98907,53.68827708
60,18958035,19967986,59.22034761
72.67,194347270,176093659,67.34509216
4,41187,38760,38.82325688
1.67,0,0,52.98868322
72.33,194347270,175019917,85.5062042
74,135194112,142466094,48.31521179
73,196494754,178241143,88.093311
80,432884790,398846045,67.2457298
74,193273528,175019917,79.81761997
60,211723196,229265795,62.93521812
77,47501748,43439916,82.14292385
41,142158871,139770978,59.60994012
67,22765076,27936144,63.78085078
29,27234037,32225740,53.9919135
53,205570999,177300812,68.88228251
68,370171994,338250140,54.99467352
67,322992184,244259446,37.88511568
45,263586598,250648920,50.31595653
72.67,197975374,178459026,76.43057709
73.67,42439492,38860020,59.47211897
74,379781725,364081383,56.66790452
72.13,197568496,179314885,78.06749389
35,48263783,74031917,51.31328084
32,290786578,291147855,60.4189453
3,4946,2225,22.86352781
26,26545618,24545851,52.74378488
4,46414,41428,35.93857555
2.33,42775,34703,55.84340387
73.33,197285622,178579294,75.76117929
76,46972361,42922870,56.10437666
2,5066,2279,22.89400838
71.48,197312467,179700924,59.9167585
2,4937,3939,53.83230501
30,94110044,97088862,50.0852186
33,236242757,222459359,46.57659996
77.67,220117074,198642237,55.05436328
2,21155,16940,53.48852654
2,5000,2225,22.94475854
35,35389456,32903168,43.34306849
74,42409908,38783100,83.29836402
4,5798,2837,22.73418858
73.67,43174434,39522672,72.71127382
72.33,194347270,176093659,64.61042937
3,41822,39084,36.31211496
78,421651281,394237453,48.88707812
67,335764278,271087908,72.52222161
1.69,21402,16994,53.44421823
54,169319894,168428450,35.02253276
81,437567725,418373220,55.7290013
1.67,4625,3723,53.85285078
1.67,0,0,53.90992236
78.31,217037207,196646663,63.77137331
35,61083078,92455971,58.16124934
4,5054,2279,22.94176128
42,134027090,121351212,57.60264206
28,53657918,51186561,50.03274121
4,37968,37431,35.92445289
83,469490392,450185529,60.82332089
1.97,24009,18969,53.84641725
76.33,216343641,195976621,60.29125186
10,5378,2549,22.79652135
74,358033394,346921025,64.6449242
74,195421012,177167401,56.48519978
2,4946,2225,22.89538001
73.67,197568496,179314885,60.27464922
33,45371589,44111387,61.9643103
96,74492729,67569923,79.41843018
75,395316249,350974230,61.55810588
28.2,4247155,3300283,56.56074181
35,54341427,63874729,52.97193197
97,374777140,336574641,57.13249531
4,42569,39912,43.77792465
3,41607,39133,41.82518681
53,191712249,188675406,63.17337299
71.67,194347270,176093659,60.90015378
78,353157691,348190654,52.80240918
72.88,193608019,175833578,66.61768887
48,131046477,134327626,65.15207011
80,450605533,420491325,62.00916754
6,5198,2369,22.86007335
3,42086,39348,39.73437198
2,0,0,53.60868816
6.23,21474836,1073742,63.77147707
76,412671235,396854075,69.95352221
1.67,0,0,53.73393435
45,102686196,90560964,49.54347723
2.33,0,0,53.34512121
98.67,362758335,275479574,97.7565679
77,47792831,43709842,61.65972469
81,436558721,420078416,66.56575904
72.46,201863463,180388626,78.46066523
43,98681985,93287956,56.96310886
79,452514206,424716267,67.52503344
31,46105353,37878141,37.18015085
73.33,198467301,178733206,76.8365117
81,388427642,361210943,61.05924052
2.03,193507,154777,54.09877742
73.33,43572987,39551627,63.8460852
74.67,198642237,179314885,62.04200054
3,42844,40106,36.29123577
74.33,194044537,175998957,56.88200294
97.67,367389714,328145464,73.14885722
80,426434794,413266839,54.66121606
30,22618943,22286993,54.18653196
75.33,46392409,42599531,90.96069117
25,41643433,48217464,63.86233551
42,27006374,23738371,63.23027005
81,455135452,442487776,55.78676198
32,46809750,39956801,41.75238904
76.95,217765078,196607968,62.20927216
7,5144,2315,22.93155029
97.63,362735113,327023205,77.4414705
1.69,0,0,53.29365302
1.97,0,0,53.55421074
83,450590671,432018340,39.69982733
2.37,41638,33633,54.11382357
77.63,216895848,196494754,88.38665895
45,168901046,123205150,48.91039575
71.67,193838762,176814729,53.53708927
3,41136,38637,38.68330025
2.67,69169,43335,55.83313099
76.07,218160298,197323084,79.68801559
2,285284,46117,53.85669014
77.38,219617737,198549076,55.98888453
2,0,0,53.67125937
29,19141110,14854280,56.20347369
72,42340188,38713824,52.91739563
65,316148068,309534818,51.58171308
73.67,42379469,38764226,66.08017831
59,58667408,53686431,49.07138398
41,423233609,407560567,62.04782707
72.13,197376334,179264931,78.06749389
97,82665616,74801426,75.77715933
66,255022401,266658639,65.1298701
3,41913,39138,39.71654084
10,5470,2423,23.42157628
3,41295,38947,38.63392173
29,31164219,33826876,58.30699727
1,5216,2279,22.9537503
77.33,47412134,43206899,67.50094946
73,382147880,339791754,51.04865868
64,271208616,277633844,61.50385046
41,63288805,84276297,49.09835928
1.69,4721,3819,53.43788848
34,50731441,46559430,43.40580767
76.33,214748365,194347270,65.01875061
96.07,356482286,319975064,72.02766
97.05,379030864,338228675,65.78932077
95.67,349311236,265485828,66.0182297
99,385214862,344544243,55.02115799
82,459790786,436923078,52.23602936
61,178769675,178499090,56.49218402
4,43929,42693,35.98109595
83.67,254476812,228707009,73.36272001
44,85999670,93698905,59.98007587
42,61130344,75847167,62.93354168
76,398927356,375044418,47.53892242
29,30418420,33110249,58.17085072
36,57901411,56134780,57.50327539
2,41241,38885,38.74863028
77,417070739,391965352,44.65759396
2.33,21402,17121,53.47327286
3,46258,41039,36.292963
28,274972897,220618157,42.25140681
75.74,48081263,43880092,72.68439829
34,197664336,205402628,65.45743464
42,196844913,164574104,43.85697093
4,65199,70674,41.96133336
80,230075372,272261283,40.22678562
75,196634640,178593688,67.87907465
2,4779,3859,53.59883034
75.33,194101108,175332000,75.56423044
73.22,194347270,177167401,59.92225813
2.03,0,0,53.13281492
1.69,191394,153536,54.0235467
70,391173344,374448240,48.15031189
37,18335925,22527726,51.7054134
72.88,194347270,177167401,69.15737438
76,47627535,43415904,54.24622964
73.33,198125286,178768341,55.58907214
52,160791616,177868324,56.69040934
3,41241,38939,38.76503899
75.74,217969590,197568496,57.47834912
96.72,82114391,74195349,61.93916792
4,40573,38217,41.84286554
37,282105179,217661182,51.39837244
72.67,42984764,39343536,53.94032595
78.33,49338294,43081597,86.47548724
72,42449541,38863102,63.91187317
1.64,21841,17302,53.79671309
4,37531,37129,35.90946661
24,13549083,12468487,61.92737801
40,375800909,369349500,44.30137767
1.67,4945,3967,53.79276996
79,443784202,419766327,57.17388201
3,41580,38788,39.76271891
12,5190,2279,22.97056542
1.97,0,0,53.92486474
71.8,197568496,179314885,85.46822565
77,215822107,196494754,74.70286458
97,376654530,337936653,66.36968689
68,318276279,290225713,62.45956879
34,47370799,51954315,51.33095957
66,287839267,283435713,59.1503947
3,46204,41110,36.09235004
96.67,81060451,73491926,86.38894596
42,175868881,160704416,54.77948068
75,197568496,178241143,81.76521373
4,41966,39174,36.23377989
52,206009400,189867663,68.74578035
2.33,5169,4145,53.43436041
42,127799416,129706489,60.83002661
51,204935017,187768532,43.49790979
33,81726802,88890874,55.16876839
61,237646786,247442014,70.92412522
1.69,21896,17538,53.49900695
2,41692,33673,54.07864672
79,214387592,195153619,75.05691593
81,414067307,400595582,52.42963179
3,42230,39401,36.25857076
3,44836,54662,63.76421342
77.67,48077034,43815516,55.05436328
49,175675740,144877939,59.91093577
31,117204126,152436176,58.74220904
75.08,216901003,196172527,82.89730643
43,241789374,235616008,51.63810214
2,0,0,53.57475651
10,5190,2279,26.65790181
76.33,214748365,194347270,77.1145022
72.67,196494754,177167401,69.73628777
28,4139030,3220531,54.36504231
11,4570958,2928078,53.84776622
70,277685101,252424695,54.58618306
96.39,373662155,335007449,79.22760355
81.67,250181845,225485783,68.20656178
45,190484685,179040308,58.55769998
28.67,4171363,3261256,54.76734509
3,41505,39149,38.58520361
96.67,76277763,58455987,53.17971738
33,260348604,201807193,65.36492611
61,293963715,239502459,70.04115385
49,241433102,170263465,57.90013244
75,43159878,39360934,81.76521373
56,224904608,198066406,52.42262126
55,163333604,190947423,49.09592084
51,204535870,186592608,49.70858033
1,30031,31943,26.66343911
37,78427672,90484790,61.34377665
76,427556696,395251354,60.49570554
82,447595874,413022498,52.47479384
97.67,375914854,337930732,80.58860519
53,65046467,55383928,56.29167266
1.97,4625,3779,53.92486474
54,219169722,187394138,51.54218994
4,46204,41056,36.24597212
3,41316,38541,36.23774236
29.67,19050453,14823685,72.99310368
77,217969590,197568496,76.13702161
72.67,42548830,38885032,53.80657091
3,43570,41901,39.78852579
79,397786488,380148058,46.92382448
2,0,0,53.54881488
66,253831155,265380448,66.79929102
1.67,0,0,53.42844572
70,99884924,87377756,63.78532127
2,4829,3819,53.59903788
36,293233915,268665482,44.36818092
3,41261,38885,38.65226087
43,88850869,92936105,52.26869437
67,275579017,274972302,64.06076404
53,264447833,201446365,64.19310052
72.67,196494754,178241143,58.72603772
31,90473227,95228385,56.34318482
41,193811710,184876871,54.66279089
67,8913327,12210835,54.62921146
2,0,0,54.10801264
50,199320721,160380148,66.32775657
22,163692518,143987921,42.18922644
56,186425671,214391334,65.12082753
2,193068,154832,90.50266576
71,283867074,260386296,55.39747428
32,31126147,30008266,54.69129023
62,381456992,366242089,59.62822846
72.33,194110347,176758400,65.34748294
76,214360775,193931592,56.02924971
44,228865866,224932149,72.05205878
4,41817,39289,38.56701687
72.67,43010912,39417186,58.72603772
78,419953964,408900172,60.07527685
40,153600407,142113277,64.24588271
75.33,46848441,42773308,66.17854897
1.64,0,0,53.43519055
64,285878002,274828832,64.77101216
73,187766998,162556082,49.12142291
73.22,193273528,175019917,54.76153417
27,32079657,27794347,60.65308689
3,5360,2585,22.77122248
66,286584672,279927247,63.99172554
76.67,217969590,197568496,66.29912566
46,199711359,186426003,48.10448943
1.67,0,0,53.66337312
67,310642343,299562129,51.50530845
3,41558,38944,36.27619869
1.69,22088,17357,53.49153577
80,109797138,103234120,56.65754112
57,261833730,192924985,50.27887183
32,85988875,82402062,59.14688943
79,413548440,404303150,47.00226115
62,316419291,233134963,73.40371975
71.67,193515757,175204900,76.70991655
81,371611015,346250099,52.50944009
33,348133192,325847196,48.11972972
72,193273528,175019917,59.247672
74.33,202630469,181679400,54.20503434
30,36115951,36359718,67.74611919
2.03,190451,152118,54.01389641
76.07,219157087,198735123,73.30129023
39,165243904,164520269,67.10795761
78,430723974,406920628,60.38475626
63,285025281,258877489,44.82635472
76.27,213674623,193273528,90.64399576
1.64,0,0,53.08279945
72.33,194426469,176679238,53.9324397
37,367826363,343884948,66.5316208
65,345863867,319345200,64.27351843
97.67,78320938,60035383,58.56945404
2,41487,39131,38.75772365
48,344566118,345062878,41.47425382
85,494754628,471059376,49.35292286
79,416840497,401076550,46.74607194
76,129842440,126517394,61.40062292
75.67,47192561,42950786,76.41210665
4,37717,37147,36.0425651
29,72033817,69086291,53.73216823
97.33,77086857,59134612,95.54831265
84,480823743,453776566,62.00931994
83,468052340,442908688,49.79631358
48,325203251,320934251,61.74784744
30,34198963,33706139,64.49775384
40,112954692,104445031,42.55184364
2.03,0,0,53.80221272
83,475069057,459956498,49.69923296
2,0,0,54.11382357
77,384886361,349721890,55.86728149
2,4683,3723,53.93752426
26,30269648,25201365,50.56066472
73,42556261,39006727,54.90826002
71.8,196494754,179314885,60.08496402
3,5694,2783,22.70172678
78.33,220117074,199715979,57.39087394
29,34106633,30430558,44.59399116
81,406640655,400602080,61.27524617
64,278707950,259856903,51.08147609
60,280703413,260499438,62.50838851
78,435444040,415022868,70.99595777
2,23021,18299,53.7911097
27,16119458,20687539,50.17340905
81,459236016,435977869,53.89696652
72.33,190052303,172872434,81.52738087
2.03,4883,3899,53.90597923
78,400538346,393907302,70.44212578
66,397242762,365748500,51.12699375
72.67,197568496,179314885,61.70610832
4,46608,41383,36.26695291
42,417423417,395622213,46.53270794
86,495394996,468789542,52.08169606
69,225849737,250787799,69.40492271
83,465606839,442996444,55.29780281
74.43,193273528,176093659,81.36477874
66,331979456,283138466,61.40245176
4,41019,38710,38.82264727
3,41349,38939,38.76854425
96.67,370440929,332859965,87.41882864
64,391005070,385414315,39.30073504
1.67,0,0,53.14889873
1,5054,2333,22.86474703
81.02,244328857,220615209,69.77457762
56,216351117,220437339,51.87356456
47,109632939,149604696,51.13380107
36,192531248,238469549,49.08652266
72.13,196494754,178241143,64.27661248
78.31,217233029,196705977,63.04386626
8,5298,2441,22.9268766
97.33,374735897,336081191,97.2756101
77.67,47786120,43668321,59.34241083
72.67,42558897,38964301,58.80500404
28.67,18969572,14731008,54.99065064
4,42020,39522,36.2074142
1.64,0,0,53.09763807
67,363479081,355456949,50.23360818
73.67,193273528,175019917,58.92641086
80,416240066,395999013,44.26348016
3,5000,2171,22.99748992
98.64,79451790,72021642,67.39209839
72.46,197568496,179314885,62.38432628
76,46904756,42869515,61.27526974
79,396910891,389095691,59.23314945
50,212230689,195809444,51.84039153
60,423048895,394574322,43.12757085
98.33,382252089,342523642,72.74053597
82.33,53840233,48862050,90.95166348
31,84671565,74162977,63.85171811
33,45590142,45196426,57.86482578
96.67,348966093,265214231,53.17971738
3,42296,39440,39.75128869
78,427248494,398523886,41.34445739
1.67,21813,17520,53.88055644
3,41187,38831,38.61517618
2,5198,2423,22.78803759
72,194799591,177196301,55.40291501
69.67,257698038,238370685,62.94539183
1.64,0,0,53.56531376
77.67,212600881,192199786,89.07629122
62,254750112,200455202,50.21892671
52,168908139,170262335,58.11979576
72.33,195718348,177460600,58.26687088
63,271007726,236683821,62.14079281
27,29504019,23862275,49.29963266
3,41223,38867,38.64347231
68,279417500,258910058,57.42341629
3,41385,38975,46.91833798
77.29,47128712,42997957,68.34322228
28.33,19244541,14795057,56.86394757
3,41187,38831,38.73572684
83,431652647,400858631,46.47652209
38,168320372,137150003,63.23311491
71.8,197480698,179255870,71.26798533
66,124555323,113093443,60.80950303
55,423352665,394556697,46.9198112
29,44526753,34777452,50.04640667
76.67,47411543,43325526,89.26753291
71.67,193273528,176093659,80.5390048
97,360777253,323196289,67.13911562
83,379456398,364005399,56.42609198
73.9,197702092,178863655,65.98232649
45,123287008,104177318,62.50498484
71,279986193,270714300,49.11075471
37,79795553,65298671,58.29043616
29,37018553,35058045,50.52515485
14.92,15922006,122298,53.8369745
72.67,194800149,177207573,63.30214112
76,419077408,396515587,63.75174184
64,329282374,324551339,69.38119867
71.67,42516714,38839523,58.80687183
71.33,193487069,175989551,75.92824338
38,365406291,355058739,62.93938379
39,418984541,401644899,46.31985195
39,125209918,121436651,50.13988042
72.33,194347270,176093659,57.60805726
1.67,0,0,53.19818782
55,205074830,177415852,52.14565446
84,440338309,417225885,59.28628725
31,59825477,50807030,66.18251665
2,0,0,53.53055198
66,287716997,276585943,70.51583796
79,422724557,402304404,48.12536862
68,361820223,363850211,59.43650567
3,5108,2333,22.84188661
31,41654626,48092447,64.85168408
72,194347270,176093659,63.91187317
30,12638552,19951416,65.72642569
77.67,212815598,192383165,90.28745401
45,140232002,115370282,53.36690938
77,213674623,193273528,79.42839176
78,422873886,396963346,51.03087834
75.74,216937801,196403517,52.05976536
74,370155005,351904917,66.67127262
60,262221557,241188428,45.86660584
36,115320681,106118355,52.34057772
79,410306035,392872317,56.5605621
3,41659,38993,38.64906041
2.33,0,0,53.22630855
30,38494083,33965345,57.58587774
76.27,47180906,42960117,89.2973139
66,21086895,30304649,57.81925732
42,43664616,43393536,70.22144644
72,193273528,176093659,57.48312238
73,391319755,371428041,46.55053907
3,7493,6052,22.7830083
76.33,214748365,194347270,64.55688584
53,217570160,213279418,55.14717798
2.33,31652,32837,53.62259288
57,423241252,390061638,52.93433926
71.67,194347270,176093659,61.75145429
