CPUUtilization_Average,NetworkIn_Average,NetworkOut_Average,MemoryUtilization_Average,Final_Target
57,223061139,203346353,48.577556986075486,50.3852377096093
54,289622241,272795667,37.31842769417432,43.43114187349784
59,434050238,407686021,59.66135750686892,56.5273716131259
72,363736547,317803955,59.31630273083381,62.45798587712122
63,455911857,439752384,53.45406265166968,55.5324838707545
53,198944706,190710970,58.86334337406776,53.603573945513034
57,347625661,321574332,55.94256894840143,53.95460542581385
63,275804009,272053419,57.806528682951985,57.450911392236804
63,354881755,327777068,68.11998957176168,62.41349447828957
56,368521054,367290780,49.46441145663977,50.61067651397407
56,268082189,253168901,47.391448742487796,49.56667987426542
62,266191006,257332353,44.62969130908904,51.01576815158095
59,207055503,190701544,60.97773643938842,57.102605125931426
72,346120410,322988007,74.90687184084535,70.05059043234728
54,279870504,253144754,50.10620057673671,49.75769575021781
61,263236677,241603760,70.9437464823722,63.166541111196736
66,281527321,265250824,71.8810108634559,65.65391105993756
60,372563412,344499892,51.8507158449641,53.644696077488845
59,231874384,213210920,83.29860332295489,67.87169424220964
63,276021831,253250450,48.55787176558151,53.114671318876596
64,293154598,259404120,78.29423719034759,68.09215592065314
74,371223175,339569437,78.6555234098181,72.86093871565134
64,199494549,189602452,62.025004774701216,60.27332847129865
67,386755567,349860988,51.92998122753856,56.92145204157348
62,296154062,273818078,54.10762970700929,55.52374605029903
57,244882107,220391810,73.37064504064328,62.412871523203236
56,351718268,333819189,43.87512613045634,47.62259338467574
68,196434295,174804409,50.192527330981996,56.13876293334632
93,364385327,334461080,86.87896984730762,85.73988125844875
59,227227234,195518210,64.99254041017669,59.1519977251489
64,332351896,307530245,61.177858655949954,59.84130410474985
54,278866636,258367306,56.96013185762598,53.11699718939992
61,245276123,227450790,79.91106808107794,67.1440546120435
57,348471286,331909975,55.31486223417997,53.870555629604176
60,216899521,192803247,58.93387238775377,56.55967810784435
70,306919203,286062015,55.376090445855056,59.67470238374433
58,290734393,266213398,61.74961889298427,57.39455241137088
57,248599732,232971801,73.91414582706746,62.294136725405814
56,279780854,263573082,71.61464116246813,61.06053815510322
63,295688819,274806889,68.19600328780147,62.82271999185966
59,363251300,332106050,41.90781376777809,48.28437830645123
67,487271823,459940761,57.42859867395269,59.21157143573428
71,455590284,417308973,54.07806105738233,59.63702396743317
57,341620940,316095938,55.63999810920936,53.73225958650111
54,317412212,281021925,46.65170502386666,47.86027881442373
68,217217864,214092071,72.1753726478766,66.89971352197831
57,223269912,224502773,69.98977718929181,60.48433548549185
62,387123955,359394018,33.285181276664154,45.48671649452384
56,154041906,148735937,55.865878162043934,53.530283573320546
56,378946673,358741226,47.5516817569574,49.35080102346863
62,308031707,273397027,48.72237336994537,52.73461463544663
64,228878024,215515939,57.19089462644442,57.86232476409355
60,213947297,192600220,44.103773927496285,49.434005415420245
58,202283720,191668486,60.475345869687274,56.60799493224553
62,357407844,352996127,50.47806547713966,53.775541484689505
55,196415357,190708369,73.37280057668531,61.42701191322537
62,354027175,324067152,69.29602543257333,62.759486706440136
60,267902112,256031015,58.87201589661494,56.748138760328565
59,288888701,275649990,53.8043374047178,53.892550208886576
55,279047427,260291310,70.06055823577069,59.81959774184392
67,324363554,294093761,52.81513549208979,57.10336111516323
58,282427963,264615279,61.7238190567598,57.254208161174944
56,295142599,289655981,50.705010369276614,51.08855476964358
56,214336984,189463068,85.87849346667733,67.82759632641964
56,294305502,271145067,56.87007507365681,54.12057423794715
60,224678782,218014251,61.60420716636974,57.8135255071952
55,292932127,289518655,38.032565808203856,44.40570519411696
60,227380238,212567925,62.57417878065221,58.25672431863941
55,231072581,205375728,65.89893029323437,57.774449298440466
61,250691241,238104268,69.06699546084889,61.90454000389599
73,298444319,265267688,59.14457324904199,62.92376381621613
58,351717163,337671101,53.38287925576998,53.406025304683794
80,387357253,363276005,61.88129203138084,67.74812316430304
62,311713535,291589907,71.11843735618886,63.48787026962208
64,336688556,312023905,65.45214319526747,61.96823392770089
64,372989713,356046768,37.609576397968254,48.276581574981385
60,317253163,299312063,37.7101039317074,46.434698966453816
78,398696324,384376055,77.31720772511888,73.9018843094782
62,320812573,299127005,58.88897501464589,57.817226479970735
54,208973995,189064797,54.50970011995908,51.899777501671764
58,274192466,241590402,44.98247739468982,49.142598831685355
72,353754159,320060858,63.4446598082515,64.49245113442564
75,410350472,374642703,77.0616991015225,72.48358331991719
55,335780992,309345033,51.706994184682635,51.19655488796307
62,198737238,184648019,61.30819880793659,58.76913863246594
66,319997717,308104798,56.1956962894218,58.432277100684075
73,385487021,329872789,67.95566259364986,67.23089429495299
59,365534447,338773683,59.4576812758526,56.50674529684904
54,271444767,256936729,44.390108233657685,47.01065573943811
57,320260582,304555363,39.88184260453299,46.39853750719599
57,327371066,304796655,38.3909982969487,45.65013358590124
59,271317910,259710961,50.327307787891016,52.07479376286806
56,298226024,276436662,43.90332438135574,47.81591942604266
61,181693002,151976288,62.46245835649886,58.77372354118717
59,219080703,201580984,50.495927435912996,52.01926084796429
56,466970974,443413365,32.29758691871681,42.02504147845757
58,281958403,247919530,44.662281478590536,49.06464617359763
58,354716086,335723569,47.366773250479014,50.106018210833746
54,290132676,259845142,60.49603033151797,54.57994206912423
57,305312630,280725550,45.24828514589392,48.84413879621194
61,337865900,313227917,69.14353921407536,61.95585649206515
59,271629493,252605325,52.53595200190421,53.08976337963047
55,327784616,306114874,48.68128172085161,49.5834556812357
72,385433928,371314214,45.791123837586916,56.03286196857423
74,391849446,362670279,63.173364083975294,65.36509631202182
54,186200037,167974955,69.29578942840801,58.983198287794764
56,332425343,311641055,55.85834662819229,53.376571979887096
60,250359712,233797550,50.79117525509694,52.9190984382932
81,452533366,436995507,75.58773347060672,74.68477923458903
60,312001617,286868592,61.51427427120975,57.833647364621704
55,238461454,218979939,72.44279276316834,60.70222379069324
58,211273030,199408608,68.9929366997502,60.512595832192645
60,286837313,266437789,50.36200290135998,52.596583219696
55,208025695,210521319,51.26444573711386,50.80139291612573
63,338029026,314139672,58.97235394869484,58.1030580191768
67,363732280,343890910,55.88812149711705,58.548093276776164
57,278505519,244893019,56.23500857408802,53.935299893769276
66,372012319,350623046,62.01980855096382,60.99189780110476
62,307486320,304363149,55.578122191824725,55.95168329106589
59,258251217,236650924,79.05748091382956,65.94699008270422
70,276503558,252510691,73.64549595038427,68.36725951922958
57,250338596,241161444,50.968307816773745,51.57492592118708
57,257510602,231465528,54.031687307054504,52.78041817994223
54,214497965,216191406,50.28699364310275,49.86070026290349
58,322556364,308378539,46.09138776327613,49.48815767142159
55,309361367,292068617,66.08549573558447,57.82618309025941
58,403747731,371834940,57.02877796087994,54.96292283545016
57,304607994,281796043,41.723261579864214,47.197307599764606
60,282203276,271067088,51.25739059948528,53.12419822434834
56,387953842,364150266,41.47261304155961,46.625490332399835
57,416050633,393770308,38.5890693709642,45.79562788293738
63,308908883,296779762,65.35440687402323,61.295750914575414
56,367278305,350578859,49.354642447797154,50.22036756076482
56,227480702,200356603,63.15544029285542,56.75617431673529
55,300774917,267395978,43.76093894279331,47.15136492379867
63,334135179,308110174,55.301523453596275,56.5463312202406
63,341781699,318178678,35.362691793880614,46.99792825159931
55,203657552,184058326,73.42447699968558,61.10354904472452
59,203633990,188431431,54.748752931933296,54.454944140543695
60,326361046,294674811,52.8860156503195,53.80691012091025
69,339632202,310033606,62.09203213202963,62.76203522564754
69,370656045,336887031,54.545345736794985,59.02041480117048
55,324760399,303428165,54.16186803804946,51.942596977691466
66,320855781,299632241,58.432721187134355,59.18654150190243
55,172141503,155715152,58.508367348603294,54.376209963100486
56,310739594,288095830,55.26920142951149,53.134059586649215
55,201299899,197631898,54.304457823996565,52.29204557517983
56,249379991,212704689,68.08251911359113,59.10347079704857
67,315117230,290605069,61.06979968372427,61.119267006971086
60,311953237,285207734,70.31345212363064,62.09606104967867
61,363675806,351397961,49.93302017576078,53.07530278458677
55,285087943,279539897,49.78445859631257,49.83057784691003
54,273864250,252281846,43.25497640108503,46.62247451946227
71,388924292,377391636,57.34912190377314,61.47436975099428
54,208126779,192187903,37.0376479166359,43.337175569188084
63,380968148,367148681,41.58772950457384,50.136132235985706
59,300029702,277805197,71.1325756610451,62.07583025165767
55,300370993,268823626,51.39181374545489,50.606728806249606
57,186158586,163586999,43.08140442205756,47.78718683969638
58,263364305,244528441,81.25818556609855,66.38885974794185
60,295700263,281284743,62.68231130067238,58.765273567737715
58,235300858,225791790,71.13682544142927,61.54219887840327
58,395415005,373564450,51.49989303898901,52.27008483452924
70,323334613,299984891,63.798095053318974,63.58490612121427
77,287581993,268644359,59.87893165729658,65.10079943849004
56,284779020,269752275,40.93664174561132,46.26964147053367
76,290290703,272277290,58.36736803089226,64.22350058583494
57,263503599,246823106,53.146065265226206,52.680215505195484
55,310979030,290817824,68.00815782237223,58.78674115927731
61,335832322,325738936,49.60598964471793,52.925370074199314
63,295610108,277251343,52.71470219081527,55.21776412748935
62,244164435,219329470,56.13652332381887,56.13054155110516
62,238097262,214268748,61.10770028348105,58.93949932065491
58,465263262,418309274,28.939632672004056,41.52494949217964
67,319144334,293722661,66.21111691280215,63.69252898120898
63,324366012,303062116,72.70996075944052,64.85959087738118
69,389704479,375416563,55.0706342690649,59.37635935310557
61,328883197,306567965,40.502872942532115,48.425839041196525
69,221019940,211550310,62.42824386740324,62.87488475090193
64,184957060,170026840,72.13753717123444,64.89428005762443
60,187057102,174146245,60.34445494312558,57.49094450033155
64,259658761,248517817,64.93781742636546,61.694237932103526
66,289730777,277571259,76.54559145772548,68.0790231889406
58,321006035,305715490,47.41797055599149,50.43689913901419
56,293064260,278933022,62.03317516586453,56.5548082922482
68,375785822,345276722,78.48449140803696,69.7550619193146
55,212621596,203948092,55.98614883141194,52.79663529868736
60,229412256,215716777,39.668238694122046,47.76116418965753
62,300127727,273747689,66.69824797105814,61.22224516014238
57,215074613,207531924,49.78867216778686,51.08583559503014
60,256147346,233559622,64.04131092357534,59.28857124943747
54,237360754,225902198,42.17344197658945,46.08100937045211
61,258403682,236511866,54.469346372266294,54.92896229136227
55,215120903,211790750,60.729249812063586,55.02160889510493
57,337303924,321512491,54.09977605844576,52.97608556342652
58,343953671,325148283,47.19581265309502,50.24383992218286
72,284447583,270585086,57.8950368493917,61.86869756846001
62,347419106,341438841,53.975140654915904,55.57457387905633
57,293044082,275212068,50.69604594349316,51.544733029465704
69,391011405,364551930,49.23010204589402,56.24067036085388
58,350704129,351154876,40.5411148470771,46.88104856800345
57,267310095,245184469,50.854180578183204,51.38940819880823
56,304711627,275089698,54.44289294839757,52.78379936271586
57,349923953,338096522,47.14657410888327,49.71366972474781
69,357500506,356485747,66.14753021441979,64.34680435322325
56,274960687,254916048,64.45173109444346,57.61565697195483
76,415631198,397561160,51.69218885703685,60.91248395435882
62,226828749,210731811,68.14955238782191,61.939575492283396
56,326700204,299592428,49.88942223396448,50.79927371458128
57,255921189,229399157,61.554735778888215,56.60653046309433
58,259017739,252745655,67.57278539146076,59.75833776013557
57,311173032,289327909,48.41778065445864,50.119291702431084
62,368973432,337462556,47.13582156298913,52.28216202089706
75,426785225,388392149,65.72129383502984,67.17376079926737
54,195567437,179719257,61.404377593385604,54.9778857008108
63,359834037,316904110,68.37484858677857,62.64181899532183
56,152211414,139271555,51.326173118647425,51.07796472929456
58,231800565,228272567,67.14274191106966,59.621024634735726
66,304610349,289086147,53.40581857798338,57.01381233260458
77,183821628,169201377,90.44961763408979,79.67885784020994
57,363145829,328031526,57.44762148808301,54.78169338903012
59,248740227,225914300,75.29286502587462,64.00132419199306
59,253495481,240345311,63.69287020862024,58.46225868356712
64,298366359,279306582,56.770690601211506,57.45434966966719
62,337828817,318909150,46.65884206230205,51.84852121033534
54,287554547,252095321,44.378262134689194,47.12609262785942
70,104050684,92789732,60.1856900858244,62.02690626376713
69,392401194,364339265,42.249083629498465,53.02389175788286
63,404833026,376374679,39.50055831072288,48.98662767017194
56,306700457,278641997,44.89409694084306,48.36061991898014
74,281224644,268272466,68.16613410454521,67.58335219673646
55,217413732,205743265,75.33844665459148,62.43296326770862
60,327433351,302782911,78.9767343875835,66.29829426346429
54,248369315,238620244,48.30190567701231,48.78822796608474
53,171549459,160495710,63.255035581026135,55.696658988400756
59,310687119,282731564,41.02245283058022,47.88218336150786
59,418211938,387753367,29.2395514306206,41.94619689488664
58,302430169,278610231,59.50308994376715,56.224495758893205
56,265848057,250829671,57.82801555764058,54.2235336852353
58,270405428,246138883,52.16560420234343,52.7202306364512
55,307124152,295502069,48.92770982963208,49.8065904973661
54,246094993,220226735,32.229154440409374,41.369575638030575
57,253303538,231658273,52.67024100760707,52.54800835557116
61,289425014,260221149,70.56548402545594,62.911559255239936
59,314594806,296438252,54.163627741063024,54.217454764491244
55,263789351,251440029,49.812448057871975,50.17188710914874
54,353423548,338786500,53.2225536182441,51.26573298654349
61,267626654,262603037,58.06615386802472,56.62458769295689
55,290499369,270508483,58.29877429308749,54.30836465912514
66,360104419,331162915,69.45002947862281,64.59007038779933
68,279095818,257231668,69.225077450947,65.24804713163527
75,417365010,399207769,62.7376032505931,65.8117149066472
59,313820546,297071853,49.09163536758256,51.41575782961121
62,345920794,310773771,58.039025515789696,57.417696955859356
66,283430814,270081023,83.17373683620053,71.12323433483914
64,322850242,283630532,67.59827475650715,62.648516503670486
60,253803006,224451482,70.5371472161193,62.11373511788101
62,294748299,277773822,39.80208881755837,48.74452068203793
65,373755279,330814377,58.20696868956474,58.6033361139654
59,260300399,242003485,60.586257435244036,57.11809180183956
59,352734728,314543491,37.53604414691702,46.159216164418254
78,373092375,342240002,62.49864654715441,67.19577236941508
58,325523141,286687425,41.430348234070046,47.33771242248715
54,208851539,191304304,66.5292494470388,57.51568472748652
65,373956174,350223787,32.25606232618705,46.51348869077344
65,301909078,287734777,58.77802237005508,58.97586455304148
56,342223133,300835031,39.14771531748214,45.33137743612365
60,324375107,299611274,53.78245782910767,54.40305422658022
55,312007929,287257909,57.6045924292412,53.71295520579382
60,333437266,309182020,75.6175605820353,64.80791700823637
65,367066259,341328493,65.89267799021864,62.52547112107754
58,288318098,275411638,65.92816044247726,58.94103743090151
56,241829615,221494961,65.48004658190968,57.88957851077296
67,373158580,347317537,59.877450436354756,60.381053951026445
57,321249311,299940482,42.67612595564077,47.72433803553131
55,302744993,294593584,63.76154494245405,56.50818993529191
66,394151176,377723916,60.28334248739227,60.387168800060074
61,339556699,332776734,59.63923611871544,57.678343153518746
73,365384819,319086729,75.16590108406083,70.86151575970591
55,231385284,216212143,48.82639452878943,49.762253496181245
55,238522358,231840471,64.9664094463456,57.11941827036916
58,272265536,265367663,80.93347457234955,66.44905607020124
54,248593591,233811188,70.61730841726786,59.50958317829934
70,232854391,217249313,54.351294916079546,59.14383292297839
71,394961325,358450488,51.90008616904664,58.541694953938695
61,379547528,353654124,50.853092886541305,53.500950435929305
62,340005170,309424047,55.823024479687106,56.3090953165519
56,247139154,228876311,46.32718719963738,48.88916022400191
64,414412703,386200088,41.04543979088845,49.958281053849525
56,306354485,285336527,62.80118247549349,56.682249853442876
55,181156913,164836480,68.79725429282652,59.01800562164533
54,335061857,305995349,40.762311087823214,45.189871547161275
60,352166867,330569692,58.74792988292765,56.93477906836043
59,192033739,174058769,79.79197652003373,66.16930934459715
56,301069404,282406186,51.99008536056603,51.593412000473585
68,295441404,275836574,70.5590475538449,65.87845866679123
75,377547894,359599781,77.10193733646095,72.52963286733196
62,238963841,224800729,67.89333398124451,62.08277281960295
53,252603223,243852743,36.92860361580876,43.1716470516658
69,263326017,259631998,61.130446558572075,61.84591856599804
63,145232831,148248478,51.25543319664697,54.572388065985926
59,305668120,276514982,65.21914246770675,59.20587026824377
54,230715308,220053950,56.84022760211159,52.97595886910509
79,443361842,411764718,75.7474528710487,74.01912845883535
60,230051215,222998148,69.99275124479384,62.041302830780204
61,357563719,343209004,40.412154777961035,48.261165206621335
61,317951215,307477150,47.58829041811933,51.80724192606914
60,287091485,262642949,56.584860867826194,55.4537126971599
58,287164830,267848931,60.58689600727963,56.49470184653621
60,387201217,362169101,46.5949986647006,50.826004943931025
62,284616037,264680078,54.94814220999408,55.99428721758997
59,299101216,280672168,50.60014473887166,52.46960032141383
62,379522513,356058779,56.27252681893573,56.251936548021476
65,358011493,338293856,43.71586726706491,52.118035429827884
60,315799468,281099064,50.861402118438264,52.78952592044033
57,260157113,260707426,54.85438625640532,53.16751430497463
81,389414067,350621864,70.89853887196325,72.2674120595252
67,380262041,361880489,64.78246053329813,62.703035037733876
64,365368664,359019494,45.70679243536174,52.57886624264104
59,328870279,314955075,50.62034085738042,52.526561991036296
73,334623788,306532031,65.60908672246158,66.04154006354437
55,342635273,332737168,49.580815516169594,50.19737830812296
59,239363594,220771729,45.123522703668215,49.496022715645225
69,455179554,429024623,50.18789516979141,56.93445885488935
65,284039991,249760173,70.33880411332068,64.42246155901024
57,310859562,289358484,61.58863810152473,56.68233612966178
54,307171378,288721600,41.45612374976679,45.75131954816351
82,465473503,428034736,68.75208520420227,72.03326348801905
62,127571990,112095735,64.42296985102763,60.46648304087464
61,350508681,318668795,62.46408645624922,59.17682176484361
65,265469859,237209007,54.58997700360341,56.93498010060327
59,347044167,303672717,67.83767744431691,60.79132989648911
67,318774602,296811841,57.374367708991166,59.24114573681214
70,291564502,268659506,79.74320327323194,71.20462394673234
67,312704190,282997527,67.2356338590313,63.883336732328424
62,306759262,279153260,42.21364561126725,49.68681943449471
56,266141410,221663329,59.05010581349857,54.86389474268607
56,360126602,316633160,49.751958778261056,50.55194810259692
62,398004741,369663197,55.743569155559236,56.40725811398166
56,398925943,376690734,51.33060114864561,51.264697886934
57,220974484,208439328,37.93085587084723,45.290026220264004
63,303250762,271034859,62.84707747838748,59.98568656625748
58,374830630,350233976,61.54581960885087,57.17141688078482
57,331680981,310656830,61.56481712713603,56.8597867222992
57,306884847,288356426,72.9525828703867,62.11717925474712
58,315051937,296696209,74.82407358871497,63.646884734459235
55,264643156,253505182,72.60729442696062,60.83631328359222
53,293995810,268577177,60.517487098730534,54.45857773061987
69,307855079,285439505,79.97364423234276,71.1685205743242
70,265213258,253229012,81.10398724804601,72.1905893259145
65,378290556,362902764,53.309830154677236,56.6652687849437
64,364375126,332175715,61.89097383928623,60.30326110162021
64,281907501,248338175,37.09381138955302,48.04290098381902
56,282057994,277659904,64.60964614118629,57.69550208661485
59,257108532,240421360,31.764691102138386,43.28407123436801
55,277113141,247830228,50.05258563797349,50.3190722946938
55,351528880,330309129,31.42215235600971,41.25148586679942
68,271230717,251127409,57.118012039263085,59.524624830731725
70,351619723,330872567,58.214362945920406,61.35320905410691
77,308404437,280465404,74.81782933283841,72.4376442769628
55,267975606,250089476,37.51607074239154,44.01704030320285
65,276182924,256281672,52.63555614474574,56.14004905091537
54,305752845,292122216,74.76781060068959,61.660099378254884
71,412759469,384610094,60.085656633611265,62.736743061538775
65,319624753,280489188,67.7225989612324,63.557299087992455
79,307207762,276277277,49.59012294024778,61.06403909031971
93,339508273,302989368,43.21257607029505,64.90406623827376
93,339523502,303002378,43.21437709570374,64.90808742419516
93,339523502,303002378,43.214377095717374,64.90808742421342
45,209104419,190837568,65.6668181883785,52.758647678139816
41,196752093,177513071,71.62103321079312,53.64591712380194
41,150664491,138568026,66.4853131915976,51.14413725043466
35,260391492,237993963,18.375827889350074,25.38472777176155
26,182400331,179316359,31.62138317389504,27.68638685707687
37,201457708,171540652,35.81716019840553,34.970768166034574
42,241427012,236375421,45.27399685034599,41.91930287507602
13,40328790,53955868,19.494656525237126,15.740837409546355
43,219231000,212224148,32.29045664345173,36.031293371611575
37,116835790,110506975,56.53087540357324,44.7719648557765
37,268470389,266162165,43.68880543480754,38.783520912273666
43,245675240,235915922,58.46962008825261,48.46222402789982
35,290747441,270106225,43.41102415225247,37.67426734531753
21,139998148,142073845,43.372608729707544,31.050032055009833
41,214754803,190546421,31.905152618279814,34.93684577751321
39,180108945,173116438,38.3184165546638,36.93216964135903
40,198604299,178048449,45.040470575660244,40.69114117500775
43,216929213,207921315,33.47779709964097,36.51285712927205
41,221370569,210572431,31.336580265472136,34.50922579335794
43,308815264,285065781,38.00185289104555,38.72288710670771
25,141636848,122801215,25.039835229095857,23.8384117091552
41,307718388,286897858,49.92405179332748,43.66879747953173
38,189217510,171955176,65.22359920205872,49.258953381539854
23,121966746,103487627,40.82253689206528,30.725643682072892
44,235113505,219261910,40.7688968526394,40.51986101114045
42,333575222,302671011,23.034969272604133,31.186513779015932
26,130131314,129256727,28.83158447868228,26.12690183861468
37,233835963,216484771,43.35286115,38.69671047982767
26,135381618,135243660,26.818982435764493,25.314828701837456
22,129967526,127065718,21.927335281389148,21.05179637623399
43,231594479,214716775,39.36171731722865,39.55490913303744
43,242990221,232348876,42.70413581545642,40.97463989337667
41,258203252,233783478,30.79631251964755,34.1402295558421
22,160564393,154678198,36.711549650935794,28.17802916555921
19,132523993,128722820,26.83446462097918,21.95045970937384
44,260153738,237213121,35.50160412601939,37.8957142735322
40,173109469,167676979,62.50784002658867,49.02711171126971
34,147049452,137009180,43.00623721167415,36.90564148058083
37,95774989,92762350,51.522455251448676,42.167458948746905
43,233316227,216813938,61.86683372943957,49.989843152810536
42,243617498,215004588,62.432363147020794,50.09306614148697
22,155507136,152109334,37.911147567540546,28.80075183894494
42,219954424,221061691,59.432731295218645,48.61017908930877
41,205739985,192016005,39.162553959254886,38.416206373108565
39,259542560,246247693,58.21449967755762,46.5007720749548
12,134184810,140457978,32.65910715257783,21.481859338077882
27,136270785,130145836,42.02213689329426,32.89289883423286
25,192849464,191946782,26.160465608674315,24.59258329988932
26,104355496,102211830,26.139780139777557,24.9507380007281
43,149139602,145950945,42.05046344670938,40.50770043877614
34,236993533,222433815,17.37667415536062,24.743376451306442
38,166892215,158945656,30.205463073409327,32.55528719297004
38,172123573,156255542,30.942134180708837,32.76104405965655
39,219951935,198913146,52.84015585323161,43.870292381913096
22,155107232,145296123,39.63018801403349,29.49516052940731
28,107057176,88283835,42.88890517141298,33.95534824457791
37,141532247,126598852,52.256452795038044,42.644666170294194
9,95546654,96893414,16.19485565836605,12.44943808960893
25,113638460,125961104,40.10810306070825,31.13315919162908
41,221683760,200761076,66.83227703914167,51.40918880447595
35,230778263,219392549,31.939598631721466,32.18114870511834
36,254311166,235585990,45.95267574589483,39.420374703946564
44,274444270,262137817,25.538304138260315,33.162559970554675
34,268104231,251327392,12.736652183039332,22.48509899325214
42,171448052,161540189,54.42108900443683,46.1188020458552
34,214713118,199870492,43.66374760563689,36.972459904932066
41,216043770,187590875,42.567555809346686,40.065678420078534
23,79583693,71807843,49.825429628585916,34.757958817404145
43,162998224,143573612,46.0487608623732,42.53157989316787
25,147576241,147848642,35.119081899373214,28.93791727152961
36,186733914,171237262,51.93640088662621,42.043657006758
37,165583860,144290612,44.78745929454796,39.31766581001467
44,309332008,278580330,33.20940110184165,37.075104763340704
40,180153758,180034037,57.091082624224164,46.50659996248853
41,123953396,110499854,65.30413166855571,50.857617048688404
42,233013176,212907053,59.52819830677742,48.44034057856729
42,317432378,296136720,32.46479805471363,35.817270791527314
36,203124951,193398880,26.649905952968084,29.804633787905544
37,260432871,247336262,51.55064084255516,42.518744552279045
36,124219991,117474914,31.21882801262016,32.38763713866091
43,160410557,160248813,33.89882450010371,36.615911011086126
38,285517907,275045421,32.792294539889035,33.839153511627714
23,199476769,190436856,33.39107097723957,27.166163790797423
22,141757462,130154993,27.168481054285326,23.58893786623851
42,239769195,223316096,52.42251874952597,45.17331342448445
31,116796819,107531019,40.05230066987233,33.917072120144084
19,81253084,71566914,48.5199895574719,32.340704775037196
25,153602736,139253359,41.571816661836486,32.05868642324487
35,83356441,87587355,52.638715663680834,42.01527534554025
36,155509881,141692805,54.963426860390115,43.36277476357452
36,242139513,226708866,40.118380659824766,36.43990725814867
43,272590178,247774886,44.38510383514255,42.00055161901018
42,250168647,231565327,31.23406269697888,35.19086199945497
40,229046025,210327556,52.47506249228483,44.07258457634197
10,65774022,58240985,40.576719144480904,24.146070694506324
14,162264567,157029107,20.377186843123532,16.78960906448706
36,230155608,205256825,32.99176697863561,33.148565320314525
34,220394237,215500994,27.023784305378914,29.11446348536568
35,192404498,177746707,50.02739402743713,40.82966731784545
44,164108759,157431653,46.33779799811192,43.21210275553549
44,209395167,206548104,44.34347801112032,42.25135019280508
34,177420554,167837480,31.548938777679872,31.58642714357916
35,155284422,140857677,42.57084199739307,37.06427734527858
43,239427517,211889313,41.47862349996141,40.41317133946837
33,174222690,165722734,35.67221328649865,33.120757790447044
24,161421559,162312221,19.988801992165374,21.28004940403149
34,177649291,173772252,47.067430377937,38.87600943678715
45,217282631,206666370,58.47157048378896,49.258028628309795
37,277804811,271861669,34.44818901644609,34.44093471203706
32,173000308,162641728,41.74901769742378,35.09763204786897
35,140825096,130607244,27.106792515442358,29.694090386821244
37,197162909,180980218,39.81152318219622,36.67849212318028
36,202851238,181176807,28.109921200277892,30.744345871996785
42,150834414,141480374,54.21170140239381,45.926443365014705
21,75603385,82679923,19.225100356511806,19.129854732315657
24,99426877,106024960,46.28276735020598,33.863309999266534
33,179383562,164138694,28.021290409871007,29.43420713511649
44,356127674,333460387,28.364636448980733,34.72578947508332
43,214829742,194511130,59.065963610011906,49.01882409197281
40,243569900,235508491,37.27874499333047,37.106911102931114
28,179628686,164961150,50.71971862573709,37.61715338628951
40,167937693,159975465,59.01667408746263,47.46564193615605
27,226569784,210502571,45.451792096472374,34.881818255336626
39,283315561,266847904,25.773463361647952,31.254318817035074
21,137001355,129596156,34.74135889631691,26.69333288553762
44,233129701,206700618,33.739999317933034,37.07823256466776
35,213031622,202243473,30.698446405386722,31.34375340981473
39,227835294,190626640,45.60527633584038,40.670921366417694
42,77722396,69351022,73.23946290494142,55.09661812159497
38,220763473,193223012,39.14931269232689,36.97241540303856
26,183675254,165025674,53.41753424362673,37.87861191593692
42,126992318,114070090,50.856961087597604,44.360986052178944
43,279227847,248678474,49.62757461488667,44.10033891242085
42,254141949,244011782,34.70741766773371,36.656679452424335
20,88229385,75722291,26.776685392188522,22.279184205247986
35,187343382,154764771,49.735774486495416,40.62515930866528
33,65187221,53390918,53.46224410739996,41.270961874425666
44,331841937,322595470,39.33792684372174,39.66747591134604
39,117866734,100083832,47.836268331789334,41.456645758838896
34,249136692,234655121,20.464082200957748,26.039594129733658
11,88524369,91380184,9.705053203449289,10.143907300320741
42,226124534,210326392,35.68722261898642,37.21932059643275
41,215537303,189710909,38.679203649968294,38.1615904601482
28,128690509,115565313,28.63375519924392,26.977543002860724
42,184318226,168406660,51.038212435574124,44.25683299725616
37,159504672,151840117,40.51846306458531,36.86685766623506
13,80277057,68667385,21.581588397284904,16.60952035159519
35,249782757,240846342,25.448506523410973,28.968908487412612
35,145246764,124709472,22.244511027582146,27.557102250413326
35,206881593,200325722,40.00529663108816,35.98763831234709
36,289237199,276688530,34.3333996812334,33.83511781978376
34,191056418,174520553,21.6126173338667,26.888843677485564
18,63975966,57949007,48.84747908936718,32.128963045965826
27,229003765,210755757,26.584141047257628,25.71410729632927
39,163360521,155247030,43.502231888314945,39.404092198537064
35,261579338,254799408,40.762958071318614,36.470057652238175
38,256737914,247548120,29.56376676207112,32.280503380474016
39,232369233,214548362,38.23462372252103,37.06350943744508
35,119245757,110955603,50.614555342811805,40.928238406834026
42,213420079,204609532,49.31045184694912,43.73054707733928
24,122689240,128009981,8.122301140928423,15.337412988557608
36,193030802,177170415,34.797068006909065,33.983690353418766
33,153646689,145161650,40.31621608797338,34.895221862102765
45,248003818,239611662,38.28307930890722,39.67062329898235
37,190691725,175117656,52.751842777878466,43.109503278371776
39,171181535,160738652,29.725915023130568,32.69282269695159
34,184084771,173275902,39.69387607567138,35.14242039846757
